timestamp,merchant_name,category,amount,currency
2024-04-27 22:21:50+00:00,Tivoli,Entertainment,-21.53,EUR
2024-04-27 22:41:45+00:00,Tivoli,Entertainment,-24.22,EUR
2024-04-27 22:57:47+00:00,Ben&jerrys Isbod,Restaurants,-5.25,EUR
2024-04-28 12:05:51+00:00,DOT - Din Offentlige Transport,Travel & Transportation,-3.23,EUR
2024-04-28 14:22:39+00:00,Too Good To Go,Groceries,-2.99,EUR
2024-04-28 14:52:55+00:00,Landbageriet,Restaurants,-5.65,EUR
2024-04-28 17:15:40+00:00,Coop 365discount,Groceries,-1.0,EUR
2024-04-28 19:44:14+00:00,DOT - Din Offentlige Transport,Travel & Transportation,-4.04,EUR
2024-04-28 20:34:38+00:00,7-Eleven,Groceries,-6.06,EUR
2024-04-28 20:35:22+00:00,7-Eleven,Groceries,-3.84,EUR
2024-04-29 12:04:08+00:00,Lidl,Groceries,-4.17,EUR
2024-04-29 20:25:32+00:00,Mercadona,Groceries,-4.33,EUR
2024-04-30 13:42:53+00:00,Crep Nova Sarria,Restaurants,-19.35,EUR
2024-04-30 18:44:21+00:00,Mercadona,Groceries,-4.25,EUR
2024-04-30 19:59:28+00:00,Too Good To Go,Groceries,-2.99,EUR
2024-05-01 04:08:27+00:00,Uber,Travel & Transportation,-13.51,EUR
2024-05-01 15:53:28+00:00,el Fornet,Restaurants,-2.65,EUR
2024-05-01 16:31:23+00:00,superCOR,Groceries,-7.34,EUR
2024-05-02 18:33:10+00:00,Mercadona,Groceries,-8.79,EUR
2024-05-02 19:46:05+00:00,Headquarters,Restaurants,-33.0,EUR
2024-05-03 12:00:40+00:00,Mercadona,Groceries,-31.54,EUR
2024-05-03 14:28:53+00:00,Del Molino Roa Sl,Restaurants,-2.6,EUR
2024-05-03 17:31:58+00:00,DICE,Entertainment,-49.5,EUR
2024-05-03 19:05:47+00:00,Jorge Alberto Campos,Shopping,-4.35,EUR
2024-05-03 20:37:17+00:00,Restaurant,Restaurants,-13.0,EUR
2024-05-03 21:02:46+00:00,Restaurant,Restaurants,-11.0,EUR
2024-05-03 21:49:40+00:00,Restaurant,Restaurants,-6.0,EUR
2024-05-03 22:36:23+00:00,Restaurant,Restaurants,-6.0,EUR
